Sample,nirS.004,nirS.005,nirS.007,nirS.008,nirS.016,nirS.018,nirS.021,nirS.025,nirS.036,nirS.041,nirS.042,nirS.050,nirS.052,nirS.057,nirS.059,nirS.065,nirS.067,nirS.073,nirS.075,nirS.081,nirS.084,nirK.001,nirK.005,nirK.006,nirK.018,nirK.025,nirK.027,nirK.030,nirK.032,nirK.034,nirK.038,nirK.042,nirK.044,nirK.047,nirK.048,nirK.053,nirK.059,nirK.070,nirK.073,nirK.074,nirK.088-2,nirK.100-2,nirK.101-2,nirK.105-2,nirK.142-2,nirK.147-2,nirK.174-2,amoA.011,amoA.012,amoA.034,amoA.039,amoA.056,amoA.060,amoA.066,Longitude,Latitude,site,plot,layer,point,timepoint,initial_pH,initial_soilTC,initial_soilTN,initial_soilTCN,SOC_mgC_g,SOCN,Al_mg_g_CD,Fe_mg_g_CD,Ca_mg_g_CD,Mn_mg_g_CD,Al_mg_g_AO,Fe_mg_g_AO,NO3_ugN_g_1m,NH4_ugN_g_1m,NO3_ugN_g_9m,NH4_ugN_g_9m,NO3_ugN_g_final,NH4_ugN_g_final,NO3_ugN_g_1m_cor,NH4_ugN_g_1m_cor,NO3_ugN_g_9m_cor,NH4_ugN_g_9m_cor,NO3_ugN_g_final_cor,NH4_ugN_g_final_cor,InorgN_1m,InorgN_9m,InorgN_final,NO3_ugN_g_9T1,NH4_ugN_g_9T1,InorgN_9T1,NO3_ugN_g_fT1,NH4_ugN_g_fT1,InorgN_fT1,NO3_ugN_g_fT9,NH4_ugN_g_fT9,InorgN_fT9,FeII_mg_g,FeIII_mg_g,Fe_HCl_mg_g,FeIIratio,ligninC_perc,litterC_perc,soilC_perc,soilCp_perc,Fe_CDTAO,sand_perc,silt_perc,clay_perc,soilC_decom_mg_g,q16S,qamoA.012,qamoA.034,qamoA.039,qamoA.011,qamoA.060,qamoA.066
LENO_M1_7,2.360363509,6.917934562,5.475812966,5.954277862,5.578414313,5.553157018,5.906865204,6.046347058,3.370899513,2.159788035,4.754032101,5.103073924,3.579370572,4.864304641,6.177136194,6.459212731,1.33072528,2.744012899,2.691460532,2.585058549,6.294930887,3.687167133,4.374196582,5.512284637,5.487802828,4.980322983,2.402410381,5.769360319,3.265508574,4.339517503,4.004825967,5.018919508,4.56343047,5.981450323,4.708825759,6.468088408,6.424118362,3.786025737,6.259766454,5.89340911,4.891098026,3.599359966,6.130419364,5.72037827,3.439744258,6.276233053,6.490868334,8.830608565,2.250044758,7.317624414,2.344622567,9.455413319,9.285638936,6.90724967,-88.19388,31.806907,LENO,Plot 006,M1,7,T0,4.64,21.20146089,2.040603025,10.38980176,21.20146089,10.38980176,2.366580046,19.483581,2.967078972,1.25866835,1.914011665,10.00452071,-0.537330564,0.626964419,1.59710377,-0.402402829,158.5007027,2.574227634,0,0.626964419,1.59710377,0,158.5007027,2.574227634,0.626964419,1.59710377,161.0749303,1.59710377,-0.626964419,0.970139351,158.5007027,1.947263216,160.4479659,156.9035989,2.574227634,159.4778266,0.035623495,5.041803206,5.077426701,0.706562582,19.69676773,44.40093798,22.54779154,51.86529131,9.479060285,36.72869736,35.55337904,24.87757101,4.780461205,7769832056,391474852.4,0,134784477.1,0,0,0
NIWO_M1_1,1.856431545,6.883310244,4.612204099,5.016905734,4.850882937,4.951875729,5.240139177,5.055178279,2.976655321,1.513492981,4.745863257,5.207621621,3.766867712,5.136432465,5.34826938,6.51946516,1.042289861,2.385727142,2.356733788,2.309245618,6.276797629,3.432256825,4.040121206,5.255433428,5.110599605,5.308530552,2.028400786,5.103691042,3.487875887,4.719520442,4.10100551,5.120610225,4.420817328,6.269787448,4.693963899,6.057423522,6.135017743,3.721300887,5.714488731,5.354241071,5.077967983,3.322577023,5.807454214,4.929225639,3.892163298,5.887096327,6.135650187,25.83190347,1.850698574,6.711101391,1.914553303,8.609379631,25.83190347,6.762593846,-105.558975,40.042344,NIWO,Plot 041,M1,1,T0,5.22,22.96000554,1.838333747,12.48957409,22.96000554,12.48957409,2.459179999,14.45374247,0.368839182,0.260957558,2.472363494,3.98181713,-0.593287795,-0.844043574,2.629686049,2.10901623,0.847678881,1.44109346,0,0,2.629686049,2.10901623,0.847678881,1.44109346,0,4.738702278,2.288772341,2.629686049,2.10901623,4.738702278,0.847678881,1.44109346,2.288772341,-1.782007167,-0.66792277,-2.449929937,0.042091748,1.662340944,1.704432692,2.532076702,4.794142959,17.29588137,25.96257082,33.62861007,10.47192534,65.14118793,27.36124635,8.76338851,5.961007698,6952291976,492067892.4,0,201104954.6,0,0,6560451.178
NIWO_M1_11,1.617859063,6.503969841,4.748573416,4.999565727,4.667065463,5.274719606,5.387093602,5.078225634,3.015564072,1.246203511,4.349691292,4.867914402,3.382603581,4.646452647,5.082465037,5.877304294,0.747535202,2.152426582,2.155376378,2.118082976,5.782712773,3.212422531,3.86526949,4.970086172,4.535521742,4.66505076,1.455561204,4.61314254,2.763245463,3.908712369,3.918244379,4.630997133,3.712100611,5.611532494,4.580562832,6.328731518,5.756757546,3.154007758,5.352850189,5.289546929,4.81915413,3.586673161,6.008282348,4.985066195,3.807426724,6.08063407,6.240894482,26.45025307,1.996311383,7.661375672,2.08604523,8.124591687,8.574795828,7.511993388,-105.558975,40.042344,NIWO,Plot 041,M1,11,T0,5.14,52.7263291,3.28276042,16.06158305,52.7263291,16.06158305,1.487506145,9.913187088,1.315303123,0.691328669,1.239840022,3.082761144,0.193484801,0.158129252,3.689720248,5.451322331,0.515566818,4.873412468,0.193484801,0.158129252,3.689720248,5.451322331,0.515566818,4.873412468,0.351614053,9.141042579,5.388979286,3.496235447,5.293193079,8.789428526,0.322082017,4.715283217,5.037365233,-3.17415343,-0.577909863,-3.752063293,0.045979059,1.740054603,1.786033662,2.642391723,6.034478097,26.7652572,8.937724121,16.86991399,6.830425944,71.78464606,21.23629113,9.172482552,4.712533835,7019524560,355618432.7,0,165047544.1,0,0,0
NIWO_M1_5,2.052261766,6.57533953,4.745382664,5.496945005,5.274709308,5.61362994,5.35772354,5.440862386,3.326572566,1.95480565,4.861117283,5.264486584,3.876378854,5.057087996,6.109450646,6.731299679,1.174930468,2.562139862,2.574546072,2.294620572,5.689068091,3.609086777,4.123789477,5.328331185,5.370674855,5.256807577,2.274768138,5.17848824,3.524944137,4.55649526,4.417720586,5.291609492,4.474781552,6.271382085,4.873415062,6.21842427,6.482559931,3.906397608,5.676446079,5.864161421,4.988720003,3.228347831,5.799742864,5.317257737,4.074170624,6.600262657,6.463793393,26.19007124,1.877387794,8.064156196,2.216323925,7.43823928,8.715418888,7.378776347,-105.558975,40.042344,NIWO,Plot 041,M1,5,T0,4.75,41.14253864,3.466021757,11.87024823,41.14253864,11.87024823,2.483213365,12.34720239,0.28792992,0.258589709,2.348364722,3.219377222,0.500633192,-0.127291827,6.524105423,2.205803023,165.8349251,7.459730257,0.500633192,0,6.524105423,2.205803023,165.8349251,7.459730257,0.500633192,8.729908446,173.2946554,6.023472232,2.205803023,8.229275255,165.3342919,7.459730257,172.7940222,159.3108197,5.253927234,164.5647469,0.042401497,1.002433686,1.044835183,4.229855551,6.580239966,37.44586319,18.26234631,28.42624842,9.127825166,68.96207585,24.8502994,7.984031936,7.513592888,6592588184,396282730.7,0,156825167.6,0,0,5647829.822
NIWO_M1_6,2.401723246,7.385903058,5.370772887,5.247698511,5.148950544,5.608683394,5.453797177,5.803386672,3.02103942,1.85849026,4.570562211,5.469923353,3.888577996,4.869792264,5.68863624,5.537039022,1.339269682,2.548649359,2.804129078,2.397717773,6.773402382,3.92047623,4.498651989,5.589579231,5.470407652,5.195610035,2.470781197,5.019863936,3.399151133,4.269619977,4.455471559,5.252597263,4.394915169,5.873784939,5.052065373,6.643878924,6.133914321,3.990763162,6.193559034,5.786779279,5.425862661,3.613215178,6.410166534,5.888315479,3.863683836,6.153743,5.956484801,9.167226788,2.162062965,8.961395408,2.430991112,9.114040875,8.935663208,7.502325977,-105.558975,40.042344,NIWO,Plot 041,M1,6,T0,4.49,51.1070789,4.172490347,12.2485793,51.1070789,12.2485793,2.283409811,11.26540511,0.438239625,0.506249511,1.97367154,2.920687056,0.591622654,0.770042769,11.13989016,3.679484789,166.1170301,43.61052551,0.591622654,0.770042769,11.13989016,3.679484789,166.1170301,43.61052551,1.361665423,14.81937494,209.7275556,10.5482675,2.909442021,13.45770952,165.5254074,42.84048274,208.3658902,154.9771399,39.93104072,194.9081806,0.045592711,1.189857496,1.235450207,3.831779082,7.984391362,41.70142755,18.00489658,23.91175913,8.344718052,65.57539683,27.77777778,8.333333333,9.201776698,7665900120,415431886.7,0,207657645.8,0,0,0
ONAQ_M1_11,2.449780386,6.534431011,5.601075153,5.816815405,5.296725071,4.998515169,5.909936069,5.606669534,3.852920254,1.897414385,5.090924161,5.77079878,3.931438879,5.259768204,6.831690596,6.140751583,2.037156468,3.114170018,2.979257299,3.271697586,6.298615181,3.850017187,4.979282839,5.733317627,6.111620234,5.72901795,2.806232588,6.171013676,4.557639592,5.20449845,4.542205317,5.222686024,5.225035387,6.041394662,5.563736765,7.449304405,6.761053313,4.868494705,6.532563579,6.188073522,5.862244777,4.377676003,6.210582824,6.212750564,4.715807432,8.027410986,7.38310621,25.19153243,2.873168923,8.040364823,3.635314364,25.19153243,25.19153243,25.19153243,-112.472482,40.185937,ONAQ,Plot 004,M1,11,T0,8.54,18.84838117,1.230471985,15.31800918,12.79636492,10.39955811,0.610633301,4.512049271,20.86450011,0.384679081,0.918269933,0.469020946,-0.283581389,0.202862097,2.521826198,2.150573107,0.712865991,2.102024222,0,0.202862097,2.521826198,2.150573107,0.712865991,2.102024222,0.202862097,4.672399304,2.814890212,2.521826198,1.947711009,4.469537207,0.712865991,1.899162125,2.612028115,-1.808960207,-0.048548885,-1.857509092,0.025682101,0.631437215,0.657119316,4.067245401,5.979323618,28.00869736,26.20549925,34.84827357,4.043028325,40.37328094,48.52652259,10.21611002,4.939312387,4714345474,112127933.2,0,36523786.53,0,0,0
ONAQ_M1_15,2.780326103,6.824303602,5.492144329,6.490268564,5.478445283,5.829965802,6.404569022,6.024458668,3.967536535,2.202357236,5.952374254,6.548743194,4.738573941,5.770729684,6.882630688,7.180189573,2.336616024,3.630243819,3.155980494,2.909926114,6.845554728,4.590890675,5.068659313,5.838275966,6.258173807,5.57954547,2.826535737,6.626562383,4.687554023,4.891247967,4.894610593,5.232878918,5.751926414,6.280060407,5.745455816,6.764382137,7.017631217,5.123559623,7.007040223,7.073012066,6.164233786,4.856545195,6.525379767,5.988818933,4.971003298,7.579029913,6.898354848,25.84109163,2.999968248,7.97588734,3.509280614,25.84109163,25.84109163,8.808914501,-112.472482,40.185937,ONAQ,Plot 004,M1,15,T0,8.44,27.30784453,1.315611097,20.75677576,17.62338283,13.39558694,0.617801779,3.916880931,31.63874738,0.497248064,0.837993573,0.420957603,1.854106424,1.03455229,57.19558679,1.512183737,91.90374754,2.926023552,1.854106424,1.03455229,57.19558679,1.512183737,91.90374754,2.926023552,2.888658714,58.70777053,94.82977109,55.34148037,0.477631447,55.81911181,90.04964111,1.891471262,91.94111237,34.70816075,1.413839814,36.12200056,0.022654528,0.532978513,0.555633041,4.25055184,4.171435281,26.84220978,20.05547566,25.26661388,3.495923327,44.45525292,47.85992218,7.101167315,5.476718114,7806107342,145934069.4,0,61605650.66,0,0,0
ONAQ_M1_3,3.435281464,7.975755097,6.289052499,8.212587077,5.98552379,6.496360733,6.694884425,6.915202871,4.519654828,3.359086544,6.120429607,6.911822767,5.125509888,6.822216269,7.884022157,6.951867779,3.229234615,3.98237859,3.552149351,4.113964179,6.84972939,4.985676162,6.006548439,6.887404421,7.189553341,7.05551186,3.555566918,6.736678369,5.527866827,5.845295147,5.074340162,5.853475541,6.377105141,6.930819133,6.039020579,7.441100334,8.033954229,5.421952526,7.203558055,7.593545036,6.352235782,5.438367859,7.44856311,6.895519553,5.913282737,7.913998148,8.055710111,26.67700337,4.586747235,9.340359187,4.664604753,26.67700337,26.67700337,26.67700337,-112.472482,40.185937,ONAQ,Plot 004,M1,3,T0,8.73,19.46438091,0.964452733,20.18178833,10.70820547,11.10288261,0.538899157,3.846402714,30.05842366,0.460149015,0.764495808,0.370068779,0.350847397,0.451766422,2.821786111,0.397615864,0.341785817,1.864470797,0.350847397,0.451766422,2.821786111,0.397615864,0.341785817,1.864470797,0.802613819,3.219401974,2.206256614,2.470938714,-0.054150558,2.416788155,-0.00906158,1.412704375,1.403642795,-2.480000294,1.466854934,-1.01314536,0.141908287,0.615866241,0.757774528,23.04206302,4.833155131,29.13257896,22.04055368,25.30681527,3.476333936,41.41716567,50.2994012,8.083832335,4.290057322,7136112530,94160155.38,0,39518953.55,0,0,0
ONAQ_M1_7,2.692841427,6.964258438,5.844878292,6.213983834,5.263405696,5.443052267,6.397755025,5.812350434,3.938739882,1.917699271,4.677476058,5.594251008,4.046777674,5.506449405,6.993450999,6.917565459,2.126133943,3.209073783,2.944923863,3.190105803,6.366136692,4.173162056,4.839320843,5.676828115,5.429048984,5.786500132,2.554135567,6.695621714,4.418233923,5.173889775,4.458293396,4.716550469,5.100267841,6.569490568,5.053249261,7.154622507,6.333694092,4.348944974,6.081879648,6.014446386,6.478332878,4.59377505,6.202499897,5.758693511,4.450170531,7.160036566,7.907733681,25.58381301,3.248510666,8.492963182,3.386970373,25.58381301,25.58381301,25.58381301,-112.472482,40.185937,ONAQ,Plot 004,M1,7,T0,8.47,14.70365511,1.217510643,12.07681854,12.42616416,10.20620578,0.683896084,5.028416391,8.42464264,0.438665195,0.879379715,0.474179677,-0.267067989,0.305678578,2.739241801,-0.477251911,0.241234363,0.816287277,0,0.305678578,2.739241801,0,0.241234363,0.816287277,0.305678578,2.739241801,1.05752164,2.739241801,-0.305678578,2.433563223,0.241234363,0.510608699,0.751843062,-2.498007438,0.816287277,-1.681720161,0.03105526,0.450732194,0.481787455,6.889958334,6.394882793,34.29082965,29.91903619,44.42348468,4.554236714,36.60194175,52.91262136,10,4.399191894,3985292881,90933544.39,0,38450810.23,0,0,0
OSBS_M1_11,1.762505294,5.608806545,5.133448421,6.043141681,4.802197524,4.067285073,4.921539834,5.039660886,2.851782196,0.732334669,4.382841024,4.408164745,3.445253912,4.561806406,4.701383736,5.67586415,0.740457492,1.744911277,2.312164819,2.272675919,5.886862707,2.5975788,3.612298593,4.849783013,4.340265721,4.387961425,1.344343823,3.819505846,2.853719069,4.330722087,3.311537629,3.779212222,3.524626609,4.984359735,3.872863465,4.997812243,5.241520315,2.827516072,4.95865281,6.416587146,5.071860105,3.496682469,4.906050259,4.742244849,3.780406054,6.628699957,6.184782378,23.89092712,2.640641212,23.89092712,2.732737412,23.89092712,23.89092712,23.89092712,-81.956817,29.70386,OSBS,Plot 002,M1,11,T0,5.84,10.98674041,0.321714816,34.15055772,10.98674041,34.15055772,0.332379416,0.782106381,0.159783092,0.03143964,0.326007678,0.256965002,-0.174132128,-0.043321595,3.70150174,-0.199208913,0.190952711,-0.401677607,0,0,3.70150174,0,0.190952711,0,0,3.70150174,0.190952711,3.70150174,0,3.70150174,0.190952711,0,0.190952711,-3.510549028,0,-3.510549028,0.027604212,0.103438673,0.131042885,26.68654858,4.916324375,20.14719386,45.91656297,30.45050059,0.52514138,95.10284035,2.64446621,3.721841332,5.044733578,1858697611,147423317.2,0,47513799.11,0,0,0
OSBS_M1_15,1.650881118,5.090878749,4.453675258,4.947130034,3.982330852,4.559153562,4.125863716,5.709066876,2.535761674,0.835261901,4.090221814,4.746340209,3.314560897,4.472685696,4.501280255,6.229133906,0.515312179,1.742992371,1.839150292,2.186394303,5.882707562,2.440060951,3.588759085,4.580946255,4.975198698,3.842107819,1.09528238,4.673048261,2.935636395,4.080006395,2.985917081,3.357260358,4.180772809,5.224937351,3.607797663,6.470993251,5.188373484,2.624012217,5.0498625,5.596235521,4.33819267,3.539770243,4.847122311,5.183479504,3.103234129,5.7576294,5.989488373,23.97044021,2.446159687,5.817276565,2.222534929,23.97044021,23.97044021,23.97044021,-81.956817,29.70386,OSBS,Plot 002,M1,15,T0,5.46,10.61630521,0.291015762,36.4801725,10.61630521,36.4801725,0.288343291,0.659877067,0.146334595,0.013752771,0.285521121,0.217528981,-0.193028597,-0.349256488,2.418238478,-0.602899296,0.435351757,-0.268629381,0,0,2.418238478,0,0.435351757,0,0,2.418238478,0.435351757,2.418238478,0,2.418238478,0.435351757,0,0.435351757,-1.982886721,0,-1.982886721,0.025494054,0.129927864,0.155421918,19.62169898,4.043264437,21.28175921,47.28452228,25.17108758,0.442348086,95.7,2.4,3.3,5.019869204,1883927695,105031048.6,0,45826340.19,0,0,0
OSBS_M1_3,1.425825635,6.067897506,4.265986041,4.682008032,5.004038909,4.229085949,5.29571003,4.638050688,2.63395238,0.647184834,4.215835327,4.587835413,3.085848764,4.382136115,5.185956898,5.224998796,0.697811637,1.709434275,1.851308188,2.155781715,5.579626113,2.306401441,3.597682222,4.545225228,4.424491445,5.008238873,1.661406535,4.772032596,3.299183126,4.168173325,3.80054792,4.476415724,4.125246816,5.891565976,4.153292962,6.04375589,5.496374429,3.58294507,5.063535738,5.834013612,4.28235616,3.225013051,5.372003527,4.17165626,3.284512651,6.582145296,6.120544427,22.89194801,2.115927752,22.89194801,2.348951032,22.89194801,22.89194801,22.89194801,-81.956817,29.70386,OSBS,Plot 002,M1,3,T0,5.61,8.693644466,0.306365289,28.37672793,8.693644466,28.37672793,0.239441106,0.629972315,0.089548666,0.015534476,0.235371351,0.143671096,-0.365026437,-0.217162434,0.431602436,0.278975982,0.243072228,-0.312469271,0,0,0.431602436,0.278975982,0.243072228,0,0,0.710578419,0.243072228,0.431602436,0.278975982,0.710578419,0.243072228,0,0.243072228,-0.188530208,-0.278975982,-0.467506191,0.025338977,0.096036115,0.121375093,26.3848421,5.144062041,38.93096641,23.85656143,43.22690776,0.486301218,95.72989076,2.482621648,3.078450844,2.074004633,1326426486,94779889.9,0,32356332.53,0,0,0
OSBS_M1_7,1.508836773,5.61196389,5.067495933,5.612262944,4.272828243,4.397586876,4.735085691,5.602090353,3.089541281,0.997063998,4.36847664,5.193517048,3.33508412,4.983229213,4.803720065,5.187082622,1.201147566,1.897484191,2.030720572,2.219073833,6.102591002,2.624333259,3.436975998,4.054946358,4.447883051,4.0760894,1.62077418,4.45045106,3.493054579,4.353918096,3.815760854,4.384542798,3.729982033,5.358389137,4.37781925,6.277640029,7.071444326,3.275510557,5.206580983,7.035804941,4.426427482,3.284121241,4.993392613,5.198421967,4.049896414,7.38396006,6.523607172,22.77007475,2.68076449,22.77007475,2.850628679,22.77007475,22.77007475,22.77007475,-81.956817,29.70386,OSBS,Plot 002,M1,7,T0,5.63,4.477887777,0.306365289,14.61617204,4.477887777,14.61617204,0.187921706,0.471992975,0.078586399,0.034392267,0.177726293,0.131927154,-0.213691195,-0.102237168,1.119177229,-0.810684378,0.328979316,-1.503654418,0,0,1.119177229,0,0.328979316,0,0,1.119177229,0.328979316,1.119177229,0,1.119177229,0.328979316,0,0.328979316,-0.790197913,0,-0.790197913,0.035302617,0.093889765,0.129192383,37.60006999,7.915248942,27.32751995,40.27606468,95.95501338,0.340065821,96.63699308,1.582591494,3.363006924,1.803516977,1204056338,69233720.15,0,32566424.73,0,0,0
PUUM_M1_13,3.195533324,7.834660486,5.991165765,6.575156525,6.090662305,7.670890401,6.814348687,7.056573622,4.639060137,3.300863831,5.988023387,7.181449226,4.997673731,6.375019842,7.487221585,8.328675086,2.630684108,3.676661201,3.390066712,4.25712419,7.823304607,5.019306103,5.944578502,7.161512826,6.619353912,6.454286335,3.768286716,6.914009956,4.626228926,6.045323708,5.87417611,7.113286778,6.332078679,7.319569122,6.230597968,7.335154578,8.400356091,5.138994659,7.149469149,8.830345799,6.457085606,5.210710484,7.74373871,7.195516368,5.270166477,9.038078316,8.376994127,26.2577459,2.860821947,26.2577459,3.845663898,26.2577459,26.2577459,8.820744183,-155.230067,19.557778,PUUM,Plot 017,M1,13,T0,4.44,262.1153457,13.29483615,19.71557549,262.1153457,19.71557549,7.532190112,32.62617074,3.056484846,0.565879105,3.031890253,11.48248043,-4.179451517,-3.705356527,54.75398901,8.678673976,184.4529899,5.594976567,0,0,54.75398901,8.678673976,184.4529899,5.594976567,0,63.43266298,190.0479665,54.75398901,8.678673976,63.43266298,184.4529899,5.594976567,190.0479665,129.6990009,-3.083697409,126.6153035,0.507826707,14.49494282,15.00276953,3.503475061,7.186419278,42.84391117,13.09712355,12.25787774,21.14369031,85.65310493,3.640256959,7.922912206,34.32957066,10039160968,353478064.7,0,150783341.3,0,0,0
PUUM_M1_16,3.943511078,8.338857837,7.238831784,7.189486356,7.319851223,8.139337675,7.926396753,7.738393194,5.440672672,4.607632146,7.05254833,7.695658126,5.817498783,7.445220416,8.864065362,9.292323056,3.792962976,4.59422683,4.557341876,4.89879135,8.77867875,6.041704555,7.006866384,8.021404296,8.101710188,8.116331881,5.603769647,8.806344091,6.001991633,7.742267576,7.278935007,9.532144518,7.697745936,8.900868145,8.368955769,10.30884287,9.273979198,6.877212946,9.260999663,10.89641682,7.380359549,5.518581213,8.672829562,7.72721756,5.6711168,8.830533074,7.91025627,27.02267003,3.411384043,9.520022595,3.762909267,9.58898448,8.859890705,9.193562225,-155.230067,19.557778,PUUM,Plot 017,M1,16,T0,5,244.7172301,12.21357603,20.03649295,244.7172301,20.03649295,9.786890693,22.23481964,3.4247101,0.23686628,4.65877683,9.09338083,0.779237095,2.040150279,609.8676678,12.30678908,937.1827083,4.837425203,0.779237095,2.040150279,609.8676678,12.30678908,937.1827083,4.837425203,2.819387374,622.1744569,942.0201335,609.0884307,10.2666388,619.3550695,936.4034712,2.797274924,939.2007461,327.3150405,-7.469363872,319.8456766,0.481913123,8.0816619,8.563575022,5.963044836,7.379759879,41.91797492,14.36385374,11.5466181,13.14143881,83.17610063,6.761006289,6.289308176,35.15082502,14612756452,200886840.1,0,93768347.15,0,0,0
PUUM_M1_2,4.034933827,8.727752805,6.918976127,7.350831089,7.285027788,8.847402165,6.780084583,7.956423178,5.797750712,4.497235015,6.916194985,7.482815026,5.763314196,7.307470302,8.806276455,8.758574093,3.926606295,4.852743576,4.402469959,5.07021687,7.939001741,5.310609229,6.950227445,8.179668594,7.238791558,7.368103479,4.550867105,7.396843376,5.017727623,6.917670061,6.111732831,8.048547592,6.640223254,7.797553054,7.141918056,8.318072636,8.426316469,5.687031631,7.470607802,8.879418925,6.583627204,5.340921932,7.907053308,7.855617474,5.217866903,7.696272171,7.984422096,27.17197032,5.488171692,27.17197032,5.482862408,27.17197032,27.17197032,27.17197032,-155.230067,19.557778,PUUM,Plot 017,M1,2,T0,4.86,200.2278148,10.32972573,19.38365257,200.2278148,19.38365257,16.51349397,53.74506861,0.911024053,0.426868576,7.614662857,21.95654389,2.932789778,-0.106645118,7.31327139,8.42802155,701.7599751,44.10218558,2.932789778,0,7.31327139,8.42802155,701.7599751,44.10218558,2.932789778,15.74129294,745.8621607,4.380481612,8.42802155,12.80850316,698.8271853,44.10218558,742.9293709,694.4467037,35.67416403,730.1208678,0.333847677,4.676366997,5.010214674,7.139039275,6.443139075,37.66711232,17.4489935,15.58122287,31.78852472,85.68507157,3.885480573,6.339468303,34.93773838,10647845763,331239224.5,0,127244891,0,0,0
